pathway,fgsea.FDR,fgsea.ES,fgsea.NES,fgsea.size,fgsea.FC,gage.FDR,gage.geomean,gage.statmean,gage.size,gage.FC,group
REACTOME_SIGNALING_BY_ERBB2_IN_CANCER,0.14835721522651615,0.6122157446177224,1.548566469823342,22,up,0.30372153429483356,0.08531595937991776,1.4027078286748755,22,up,MDM
REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,0.27368782422947824,0.6755795122693096,1.430582865646259,9,up,NA,NA,NA,NA,NA,MDM
REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,0.03713768115942029,0.5301466334994106,1.686599125632668,69,up,0.08569122289375068,0.0065806189996130155,2.5154377438804087,69,up,MDM
REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS,0.9854077253218886,0.2614105806678825,0.6430658728381626,19,up,0.6418775016518316,0.44914139366032557,0.1291358291729389,19,up,MDM
REACTOME_SIGNALING_BY_ERBB4,0.2850417630875883,0.4524252869787866,1.346871787150064,46,up,0.35287733088196893,0.11625312426721951,1.2031417351092308,46,up,MDM
REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES_,0.9377438358302124,0.35385373815790777,0.7382178498015259,8,up,NA,NA,NA,NA,NA,MDM
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,0.054976630143284036,0.48883615489533677,1.6177951728766444,96,up,0.10587710625180585,0.009932108890528403,2.3561496953654446,96,up,MDM
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,0.6475124394547125,0.49031919509180927,1.0801936287676726,11,up,0.49725380148464304,0.2527031359650943,0.6852342099492446,11,up,MDM
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES_,0.03740095913261052,0.6094936530694504,1.822261885388203,47,up,0.14514809068068912,0.01975918790698894,2.1059982461674958,47,up,MDM
REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN,0.5010459778764392,-0.509224368550391,-1.213319917632874,10,down,0.8440782544926964,0.7637620112465331,-0.73785922122689,10,up,MDM
REACTOME_METHIONINE_SALVAGE_PATHWAY,0.9405813622114563,-0.37811821415890534,-0.7504286357804282,6,down,NA,NA,NA,NA,NA,MDM
REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE,0.77818407960199,-0.48366475601082043,-0.959900553417245,6,down,NA,NA,NA,NA,NA,MDM
REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING,0.1042117398579646,0.6688501571590243,1.645360754000479,19,up,0.28687234285315133,0.07622460815487685,1.4745396556111166,19,up,MDM
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING,0.0842695598236799,0.8344370811185853,1.6742543501650144,7,up,NA,NA,NA,NA,NA,MDM
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING,0.10637509266123055,0.7604556187653173,1.6753154324236976,11,up,0.26270722475195835,0.06591262954952637,1.6090913346846363,11,up,MDM
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4,0.12115615476960015,0.5818426741348128,1.5673793053568028,27,up,0.3347803428802129,0.10533259441608135,1.272354367879081,27,up,MDM
REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING,0.8068228460793804,0.4290222409423843,0.8950361182398642,8,up,NA,NA,NA,NA,NA,MDM
REACTOME_INTERLEUKIN_7_SIGNALING,0.039640883977900554,0.6801945918435586,1.7456468626931116,23,up,0.147470775556371,0.02032025498016422,2.1340350170222826,23,up,MDM
REACTOME_DEVELOPMENTAL_BIOLOGY,0.14957264957264957,0.31231617326095906,1.2199995029746498,787,up,NA,NA,NA,NA,NA,MDM
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,0.9169542015514568,0.26914802286833656,0.8336744018930325,59,up,0.5838613424261704,0.3571826794106239,0.36747095353248177,59,up,MDM
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,0.020863016486871565,0.6111203425057441,2.3887439049215504,791,up,NA,NA,NA,NA,NA,MDM
REACTOME_ADAPTIVE_IMMUNE_SYSTEM,0.09569218458255536,0.322239385361356,1.255677224861804,703,up,NA,NA,NA,NA,NA,MDM
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING,0.5854702183634248,0.47322232228610156,1.1238668189309196,16,up,0.45661511648238745,0.21001194014011787,0.8208587141370433,16,up,MDM
REACTOME_CA2_ACTIVATED_K_CHANNELS,0.6682734532976572,0.5353319672526776,1.0741155867063106,7,up,NA,NA,NA,NA,NA,MDM
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS,0.777635788887074,0.3717551913597952,0.9403345624213043,22,up,0.6249856695016155,0.41798280125430637,0.20838529804353384,22,up,MDM
REACTOME_POTASSIUM_CHANNELS,0.9271642619311875,0.2600884980489812,0.8228234357018154,68,up,0.6955834713952145,0.5344814460282045,-0.08670288608525743,68,up,MDM
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS,0.6747102389089268,-0.33262244866659796,-1.040818907033021,31,down,0.7843125306338664,0.6673973318910481,-0.434917414772558,31,up,MDM
REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS,0.9366501069732024,0.3725166407317572,0.7187975429876643,6,up,NA,NA,NA,NA,NA,MDM
REACTOME_SPERM_MOTILITY_AND_TAXES,0.8742534106186499,-0.42538446472108615,-0.8442351402005693,6,down,NA,NA,NA,NA,NA,MDM
REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING,0.7030321705357618,0.6429091121631669,1.0752868610807063,3,up,NA,NA,NA,NA,NA,MDM
REACTOME_GRB7_EVENTS_IN_ERBB2_SIGNALING,0.8252333391652278,0.5133227232469055,0.909370300514676,4,up,NA,NA,NA,NA,NA,MDM
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING,0.45303867403314924,0.558370076980475,1.2565887224267596,13,up,0.4291553460997376,0.18375861767466317,0.9247427050563272,13,up,MDM
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX,0.8860867590449862,-0.3025670487816172,-0.8393670546813741,19,down,0.8376149719539361,0.7560339805203615,-0.702301264871191,19,up,MDM
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1,0.6763324216154405,-0.38605141009826455,-1.0395613456838932,16,down,0.8821204350634659,0.8253906317167423,-0.9589941240250304,16,up,MDM
REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS,0.6894604305176537,0.45843380625486657,1.0226548466913739,12,up,0.5947239805828771,0.37503913497259533,0.3228000496392959,12,up,MDM
REACTOME_RORA_ACTIVATES_GENE_EXPRESSION,1,0.2170367397413465,0.5314671714479203,18,up,0.6884929582447765,0.5210049944347815,-0.053111955310572244,18,up,MDM
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION,0.2888906863670271,0.5398927254135654,1.4038905011545748,24,up,0.3660336059414697,0.12814461967430266,1.1516678244199954,24,up,MDM
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,0.2574200913242009,-0.5129426933802372,-1.4097043758800543,18,down,0.9443112880197023,0.9218478686906878,-1.4500033925534515,18,up,MDM
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS,0.4479448422169186,0.5626986601402022,1.266330019474792,13,up,0.3791280305610448,0.13816615976508562,1.1179070987588904,13,up,MDM
REACTOME_ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA,0.9233649789029535,-0.34068670372972226,-0.7823186286143978,9,down,NA,NA,NA,NA,NA,MDM
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION,0.9963163042174511,0.2756501487902704,0.5530776030675425,7,up,NA,NA,NA,NA,NA,MDM
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND,0.24635296285130473,0.6270564766684747,1.4892111689045884,16,up,0.2944692286542461,0.0803295563233799,1.439766533391051,16,up,MDM
REACTOME_EXTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,0.5232326430010938,0.732991773448907,1.2259531065252975,3,up,NA,NA,NA,NA,NA,MDM
REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,0.6436069992182573,0.45191677298841676,1.0934396002752595,17,up,0.5874248371229392,0.3643721386462755,0.3502128367096595,17,up,MDM
REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION,0.47018348623853207,0.5327301297287779,1.2511282478690018,15,up,0.430162938055932,0.18496234051058474,0.9126873027932316,15,up,MDM
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE_,0.35098446863152744,0.5054233579192802,1.3450895737481816,26,up,0.3547659547441442,0.11736477584666671,1.204339971379383,26,up,MDM
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS,0.9011774967291758,0.32264502222226255,0.8030705843725154,21,up,0.6292440752169761,0.43126378045615915,0.17466123087045304,21,up,MDM
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,1,-0.12635626040806966,-0.5341888503808905,156,down,0.8596484949295888,0.7871108301868768,-0.797910332498563,156,up,MDM
REACTOME_SIGNALING_BY_SCF_KIT,0.37519550098166454,0.4335460275787357,1.275586465113906,42,up,0.37918719436656884,0.13979981823988374,1.0884969942181568,42,up,MDM
REACTOME_REGULATION_OF_KIT_SIGNALING,0.11390766487760498,0.6973599415974473,1.656176520639997,16,up,0.2418934583121954,0.05439345718779614,1.653562828695743,16,up,MDM
REACTOME_REGULATION_OF_SIGNALING_BY_NODAL,0.9582515843665237,0.36788577358092783,0.6812531995457392,5,up,NA,NA,NA,NA,NA,MDM
REACTOME_COLLAGEN_DEGRADATION,0.02967911396986588,0.6011199361431742,1.8419402151998208,54,up,0.10477762792707057,0.009500145194161877,2.386060874993776,54,up,MDM
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,0.6211077333577754,0.3410188857726255,1.0760218844318727,66,up,0.5193525346287032,0.27745736697757845,0.5923279876546307,66,up,MDM
REACTOME_BETA_DEFENSINS,0.22297540084101347,0.8051248117514562,1.4909352125808213,5,up,NA,NA,NA,NA,NA,MDM
REACTOME_DEFENSINS,0.27966546908893714,0.6873126686415005,1.4338875802958317,8,up,NA,NA,NA,NA,NA,MDM
REACTOME_ALPHA_DEFENSINS,0.9963163042174511,-0.3619004232880492,-0.5922505912947313,3,down,NA,NA,NA,NA,NA,MDM
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION,0.7774079677256681,0.43443610882695866,0.9356666128427551,10,up,0.6394073453505411,0.44297649050357163,0.14597229713483112,10,up,MDM
REACTOME_REPRODUCTION,0.6747102389089268,0.32503814974716316,1.0340706222016123,69,up,0.5438439382718961,0.30888962962559574,0.5001560867604482,69,up,MDM
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,0.020863016486871565,0.5322159777515457,1.8225983565779564,118,up,0.051681251722454566,0.0025944681992167732,2.822408986047779,118,up,MDM
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,0.020863016486871565,0.5264598854197239,1.9467413591020477,255,up,0.002806035903600434,2.770771538564151e-5,4.067536232420214,255,up,MDM
REACTOME_COLLAGEN_FORMATION,0.020863016486871565,0.5487277032640265,1.7667888355228545,78,up,0.12059308881249492,0.012659471963227321,2.2593803034648228,78,up,MDM
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE,0.3917540713977567,0.6441284619985221,1.3437956899591015,8,up,NA,NA,NA,NA,NA,MDM
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC,0.7319239032516701,0.3996617989898501,0.9786689852513408,18,up,0.6029453556021553,0.3840337547106558,0.29749920435973776,18,up,MDM
REACTOME_ACYL_CHAIN_REMODELING_OF_CL,0.9782513084399876,0.32395368393815904,0.6250918391165978,6,up,NA,NA,NA,NA,NA,MDM
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS,0.9431020499482619,-0.2903889473891107,-0.7562429823153678,14,down,0.7518373602974723,0.6256312683983454,-0.3237390381390759,14,up,MDM
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE,0.9215457307115195,0.32853033576068563,0.7802344183384536,16,up,0.6651778848146958,0.48604559985562146,0.03528774921962449,16,up,MDM
REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG,0.3602020645728091,-0.6714015404564453,-1.3324905365544446,6,down,NA,NA,NA,NA,NA,MDM
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI,0.6829529205008132,0.5027885921505965,1.06468703077887,9,up,NA,NA,NA,NA,NA,MDM
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG,0.9978350130645762,0.26726298761046186,0.5756175632613488,10,up,0.730435147140202,0.5902920966433661,-0.2322383989533826,10,up,MDM
REACTOME_HYDROLYSIS_OF_LPC,0.945568676411937,0.3451238528964594,0.6924729558794507,7,up,NA,NA,NA,NA,NA,MDM
REACTOME_SYNTHESIS_OF_PG,1,0.22874077402854573,0.47720429136723,8,up,NA,NA,NA,NA,NA,MDM
REACTOME_SYNTHESIS_OF_PA,0.9894755942660134,-0.22890613717892452,-0.6857216031838684,27,down,0.8326773139297597,0.748587369749241,-0.6756255098374347,27,up,MDM
REACTOME_SYNTHESIS_OF_PC,0.826499209132797,0.34411823436220296,0.8948153915671226,24,up,0.6897337452457138,0.5225630888576145,-0.05692092960332138,24,up,MDM
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,0.967240398942462,-0.21675253271185183,-0.8605898712789218,102,down,0.832980165201956,0.7492335058638777,-0.6732978325629191,102,up,MDM
REACTOME_SYNTHESIS_OF_PE,0.2593196722480871,-0.581576604083261,-1.4296187450000384,11,down,0.9260885794853354,0.8923148190627227,-1.2795094747806155,11,up,MDM
REACTOME_SYNTHESIS_OF_PI,0.9139309531704801,-0.4239650842288428,-0.8019917600479941,5,down,NA,NA,NA,NA,NA,MDM
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_ER_MEMBRANE,0.781830367759929,0.5133361536674573,0.9505991322372476,5,up,NA,NA,NA,NA,NA,MDM
REACTOME_INOSITOL_PHOSPHATE_METABOLISM,1,0.19872367817167072,0.5877176866796823,44,up,0.7924168189876237,0.6810943484565976,-0.47249120432755104,44,up,MDM
REACTOME_PI_METABOLISM,0.08060892034602854,-0.38461250125581514,-1.478077149230907,81,down,0.9891153737835459,0.985648163519276,-2.2098049769949144,81,up,MDM
REACTOME_PHOSPHOLIPID_METABOLISM,0.18324022346368715,-0.2879418849567417,-1.2515203719676016,182,down,0.9813265583320108,0.9742793299059281,-1.9544607281559025,182,up,MDM
REACTOME_DAG_AND_IP3_SIGNALING,0.7741930830538425,-0.29303410065163427,-0.964101046491556,38,down,0.8110824130902242,0.714611659289098,-0.5695399480632564,38,up,MDM
REACTOME_MEIOSIS,0.8504368756978932,0.2925541789467394,0.893497704688222,53,up,0.5874248371229392,0.36435382278903866,0.3478605167614384,53,up,MDM
REACTOME_CELL_CELL_COMMUNICATION,0.420375893341025,0.3640997138071116,1.1992567780614851,95,up,0.44082001075202687,0.19567818251066188,0.8591644616161931,95,up,MDM
REACTOME_SIGNALING_BY_ACTIVIN,0.19337933443968908,0.689933388960702,1.5390743755983127,12,up,0.35519764928050274,0.11815822556408033,1.2314366007830022,12,up,MDM
REACTOME_G0_AND_EARLY_G1,0.9894755942660134,-0.22993399298940484,-0.6888006946529341,27,down,0.8237759433803937,0.73577833362970535,-0.635570949435887,27,up,MDM
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,0.9159505257267891,0.2645433658448695,0.8357884002331345,67,up,0.7399363086771434,0.6054326259957058,-0.26799628595763336,67,up,MDM
REACTOME_METHYLATION,0.9440759684590166,0.31900343743155646,0.7179040181730248,13,up,0.6535661338516802,0.46788060300423245,0.08145110172010951,13,up,MDM
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES,0.9848468342847182,-0.2489160700333123,-0.6753738778000549,17,down,0.7901041560845309,0.6769788303255698,-0.46473617966710634,17,up,MDM
REACTOME_AMINO_ACID_CONJUGATION,0.05481859248011154,-0.9137810400065144,-1.6189317590984944,4,down,NA,NA,NA,NA,NA,MDM
REACTOME_GLUCURONIDATION,0.7783935142425709,0.5523702224061585,0.9785443978937959,4,up,NA,NA,NA,NA,NA,MDM
REACTOME_GLUTATHIONE_CONJUGATION,0.6738266320134536,0.38313907187899776,1.0480743092683487,29,up,0.6058577301074329,0.3877707015858166,0.2865520342142255,29,up,MDM
REACTOME_ELASTIC_FIBRE_FORMATION,0.02967911396986588,0.6255520699376643,1.8202723504847662,39,up,0.20744416343763847,0.0395488630022942,1.780170426016611,39,up,MDM
REACTOME_FIBRONECTIN_MATRIX_FORMATION,0.9097544834888491,0.4062341452563345,0.7838578832729552,6,up,NA,NA,NA,NA,NA,MDM
REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS,0.3254930393256834,-0.5023296921497646,-1.3526761386916448,16,down,0.930714721512552,0.8998022935987597,-1.3273419115802563,16,up,MDM
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,0.020863016486871565,0.5327341023297285,1.7472070032415872,92,up,0.21624601186822345,0.04372896584442211,1.725918236807407,92,up,MDM
REACTOME_SIGNALING_BY_NOTCH,0.06122162900119457,0.4121952984012913,1.4719731022837081,170,up,0.11246364683117975,0.010650731365071322,2.3134012047773935,170,up,MDM
REACTOME_TELOMERE_MAINTENANCE,1,-0.11960973840211153,-0.43546389166408805,63,down,0.8087623135152296,0.7107128359444356,-0.5575395903856964,63,up,MDM
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,0.11188211445501327,0.5370837297600803,1.5735083117442938,40,up,0.26006932236528263,0.06359037278238958,1.542302813200953,40,up,MDM
REACTOME_METABOLISM_OF_NUCLEOTIDES,0.36999104744852285,0.3792227406342196,1.2437360877161967,92,up,0.5066038389674462,0.2605780967040814,0.6428106619638573,92,up,MDM
REACTOME_MITOCHONDRIAL_BIOGENESIS,1,0.21460016509553595,0.6887476461592843,74,up,0.7882420647828111,0.6734876825640126,-0.4505105305305454,74,up,MDM
REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA,0.9139309531704801,0.28429073155626544,0.8078137471124243,34,up,0.5792998730121208,0.35111040684810385,0.38471441122735994,34,up,MDM
REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS,0.9430491783432959,0.2640934811611739,0.7765091614504985,41,up,0.6115655144234418,0.39490556381851233,0.26788154727609026,41,up,MDM
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,0.020863016486871565,0.6569173934699052,1.769617069398891,27,up,0.15927471762082906,0.023471273328286534,2.04694820264052,27,up,MDM
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS,0.67914050608828,-0.45139985572940466,-1.0365491585815485,9,down,NA,NA,NA,NA,NA,MDM
REACTOME_REMOVAL_OF_AMINOTERMINAL_PROPEPTIDES_FROM_GAMMA_CARBOXYLATED_PROTEINS,0.3763832997987928,-0.6094893889940707,-1.344824045604076,8,down,NA,NA,NA,NA,NA,MDM
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS,0.4016617063492064,-0.5730558507534227,-1.3159077309824667,9,down,NA,NA,NA,NA,NA,MDM
REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS,0.22635912153223015,0.605937936485753,1.4989490341417142,20,up,0.19563641216325636,0.0354653834440849,1.8634421756291293,20,up,MDM
REACTOME_IRF3_MEDIATED_ACTIVATION_OF_TYPE_1_IFN,0.8603403175165382,0.4784023504917023,0.8475075610948795,4,up,NA,NA,NA,NA,NA,MDM
REACTOME_SULFIDE_OXIDATION_TO_SULFATE,0.054976630143284036,-0.8824020747426354,-1.6691921559532605,5,down,NA,NA,NA,NA,NA,MDM
REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE,0.12291220556745182,-0.6458482489194797,-1.609045038068663,12,down,0.9168147802610898,0.8797800719022486,-1.209792458725748,12,up,MDM
REACTOME_SULFUR_AMINO_ACID_METABOLISM,0.3168446011215516,-0.4531521482061529,-1.3343976740613206,24,down,0.9325698877319296,0.9024329793312569,-1.3167149782280632,24,up,MDM
REACTOME_HIV_LIFE_CYCLE,0.4714295968285169,0.3248879737811755,1.1411562932681472,143,up,0.3698537432831227,0.1304780261312991,1.127439350820127,143,up,MDM
REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION,0.34496694567593694,0.48798136730100033,1.3261741455406084,28,up,0.3465240017861701,0.11276027885770798,1.233166985376132,28,up,MDM
REACTOME_INTEGRATION_OF_PROVIRUS,0.9848468342847182,0.2971124876720167,0.6291547128262899,9,up,NA,NA,NA,NA,NA,MDM
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE,1,0.23373986040551797,0.5399083024189791,14,up,0.6457291337417361,0.4553143936751649,0.1136241417304476,14,up,MDM
REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION,1,-0.17683094057500406,-0.4605104948670209,14,down,0.6908022689162893,0.5246403536606303,-0.0627049189091379,14,up,MDM
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_,0.9782513084399876,-0.25358058365215197,-0.6880299134283907,17,down,0.8109134695663847,0.7133709157765322,-0.5730607169402796,17,up,MDM
REACTOME_ATTACHMENT_OF_GPI_ANCHOR_TO_UPAR,0.34169670593751833,0.7025133044184232,1.4095561937331875,7,up,NA,NA,NA,NA,NA,MDM
REACTOME_HIV_INFECTION,0.06042900381629161,0.3954688929186407,1.4414401266849919,223,up,0.13445557559634005,0.01635650645843575,2.145190449233174,223,up,MDM
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,0.0835881753312946,0.4300261863245589,1.4742265498581166,125,up,0.18488646056155825,0.03228044576231872,1.8598052508553602,125,up,MDM
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,0.020863016486871565,0.5055790104412188,1.7035014971783178,107,up,0.18488646056155825,0.03225905725115117,1.8591461860115803,107,up,MDM
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS,0.28267713375819414,0.41399737162742883,1.29855813505509,65,up,0.3763730285067901,0.13429827543218045,1.1112366905835624,65,up,MDM
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_,1,0.10637464056213175,0.3588032611215823,106,up,0.7399363086771434,0.604793477134189,-0.26632602447597775,106,up,MDM
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,0.774228761668953,0.6606738666494212,0.9965953050553876,2,up,NA,NA,NA,NA,NA,MDM
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS,0.35407045687223343,-0.7415269615854367,-1.3137518680951341,4,down,NA,NA,NA,NA,NA,MDM
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION,0.5276449357094518,-0.37638838533527924,-1.1583141877639573,29,down,0.8172317330418667,0.7263401965082944,-0.6054696823247381,29,up,MDM
REACTOME_TRIGLYCERIDE_CATABOLISM,0.46969785135508646,-0.45167787636305995,-1.2255192637220598,17,down,0.9260885794853354,0.89242018857945,-1.2666158769186977,17,up,MDM
REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY,1,0.28449972822009195,0.5489626053310075,6,up,NA,NA,NA,NA,NA,MDM
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,0.8654474382242077,0.27043090257954056,0.8904108721141222,93,up,0.6489720721723093,0.45940609774937496,0.10207019671223108,93,up,MDM
REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION,0.5879612714651078,-0.5117902523618053,-1.1292531914589736,8,down,NA,NA,NA,NA,NA,MDM
REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS,0.8504735349453277,0.42876664594443675,0.8602978444052597,7,up,NA,NA,NA,NA,NA,MDM
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,0.054494774577712964,0.6195292063023704,1.6947179043435951,29,up,0.32602036810707896,0.09921086605771971,1.301860138480851,29,up,MDM
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,0.2367222521068675,0.47030498441725804,1.3979447036876242,45,up,0.449451017362098,0.2045526623003444,0.8299695073829382,45,up,MDM
REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION,0.777635788887074,-0.2996355988523991,-0.9618394656645696,36,down,0.8821204350634659,0.8255399904622085,-0.9449547372456736,36,up,MDM
REACTOME_CELL_CYCLE,1,0.13894695774405016,0.5395018237411128,602,up,NA,NA,NA,NA,NA,MDM
REACTOME_DISEASE,0.020863016486871565,0.354080361085525,1.3957082299217343,1295,up,NA,NA,NA,NA,NA,MDM
REACTOME_SIGNALING_BY_EGFR_IN_CANCER,0.05552546045503792,0.6730484167231142,1.7501370820118196,24,up,0.206469351744241,0.038921511549632463,1.8227165279900812,24,up,MDM
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING,0.3254930393256834,-0.5024239008223476,-1.3529298243197339,16,down,0.8691949364518602,0.8028287906237546,-0.8678184055918237,16,up,MDM
REACTOME_2_LTR_CIRCLE_FORMATION,0.9436443743013087,-0.34609175787598695,-0.7235128005221991,7,down,NA,NA,NA,NA,NA,MDM
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,0.9806874557051736,0.2642365936640074,0.6576907160221965,21,up,0.6538768616635043,0.46906766969765945,0.07820757814003775,21,up,MDM
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION,0.8701184603911207,0.389245011946995,0.8383363042215476,10,up,0.5643904340272927,0.33481485915128667,0.4348341879718972,10,up,MDM
REACTOME_NEF_AND_SIGNAL_TRANSDUCTION,0.7510977417883212,0.4636037058376426,0.9671807698432686,8,up,NA,NA,NA,NA,NA,MDM
REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,0.8463592482284072,0.3241129113423765,0.8808331466332895,28,up,0.5662950486083133,0.3380486600758782,0.42041586321270874,28,up,MDM
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,0.10816148094548964,0.49344038995918005,1.511092494250197,56,up,0.26006932236528263,0.06331176725085147,1.5397356310095949,56,up,MDM
